pk,caption_text,output,inference_time
./posts/healthysubstitutes/2023-09-12/images/post_3156854235575296834.jpg,"Apple Pie Smoothie Perfectly simple and a great go to for a post workout or afternoon snack as it contains protein and cinnamon for blood sugar balance, and the apple for some post workout carbs.",yes,0.1650087833404541
./posts/healthysubstitutes/2023-09-12/images/post_3133659345426070417.jpg,180-220calories (depending on what you add to it) 17-20g protein 10-12 carbs 5-9 sugars *21 Essential Vitamins and Minerats*,yes,0.14662814140319824
./posts/healthysubstitutes/2023-09-12/images/post_3079342108234749522.jpg,GC InnoHealth (&)+91-98108 80970 HEALTHY EATING STARTS WITH HEALTHY SWAPS ey GB sercheath rutrons AB set,No,0.15267491340637207
./posts/healthysubstitutes/2023-09-12/images/post_3083169678340171571.jpg,,no,0.15091991424560547
./posts/healthysubstitutes/2023-09-12/images/post_3086663567578777482.jpg,7|20| FONE SAS BS AHS StBst ZHAJO|L} OWS SAle! 4 175 SEAIOt DA SAISO] Wt 24Z+04] FSMQ? AVS CHAM MEHOLE 20] CY OS Hea BL AScict O17|ME O40] Foss YRE RCS 22S MES WMS BS ATHBILICE. -_ ,No,0.15792608261108398
./posts/healthysubstitutes/2023-09-12/images/post_3083841001987235922.jpg,,no,0.15102386474609375
./posts/healthysubstitutes/2023-09-12/images/post_3079554790003722968.jpg,,no,0.14844489097595215
./posts/healthysubstitutes/2023-09-12/images/post_3082173522339738148.jpg,,no,0.15377306938171387
./posts/healthysubstitutes/2023-09-12/images/post_3164254079172053987.jpg,"HEALTHY SUBSTITUTES ="""" candy , regular crackers coffee cream",yes,0.15293192863464355
./posts/healthysubstitutes/2023-09-12/images/post_3127180970311530190.jpg,"SUBSTITUTE THESE for weight loss & hormone balance Breac Carbonaut Breaa ad Ay 24 w Pasta Meatballs & Salad a <""? te  Aes _ > > > vo 7 8 Beef Burger Lettuce Wrap Burger",yes,0.17368698120117188
./posts/healthysubstitutes/2023-09-12/images/post_3129525757382888242.jpg,,no,0.2993290424346924
./posts/healthysubstitutes/2023-09-12/images/post_3121409641066015985.jpg,,no,0.17076396942138672
./posts/healthysubstitutes/2023-09-12/images/post_3079342108226547163.jpg,InnoHealth '&+91-98108 80970 HEALTHY ee SWAPS? > Swipe Lett  | ancorealts cuteusss,No,0.16055512428283691
./posts/healthysubstitutes/2023-09-12/images/post_3088357373555060808.jpg,,no,0.16501188278198242
./posts/healthysubstitutes/2023-09-12/images/post_3080739998991482864.jpg,,no,0.16418194770812988
./posts/healthysubstitutes/2023-09-12/images/post_3152031690445299189.jpg,2. Avocado instead of mayo. Swipe >,No,0.17427897453308105
./posts/healthysubstitutes/2023-09-12/images/post_3114345535673271460.jpg,,no,0.15705490112304688
./posts/healthysubstitutes/2023-09-12/images/post_3080739999025049835.jpg,,no,0.15279793739318848
./posts/healthysubstitutes/2023-09-12/images/post_3189581343888311371.jpg,,no,0.1551051139831543
./posts/healthysubstitutes/2023-09-12/images/post_3074738638840293115.jpg,"UASt CHAM SE AS ChO|OjE ol 2 20] Scict HIEPRI at OHO] SHS apes MAE MHSta, x/20| YE ABZOS ASO AN] ASAE A Set ASS MoE AL UBSt ChO|HEO| = ZO] SUct. -_ ",No,0.1560840606689453
./posts/healthysubstitutes/2023-09-12/images/post_3081521528411307734.jpg,,no,0.15563273429870605
./posts/healthysubstitutes/2023-09-12/images/post_3089651891411615386.jpg,,no,0.1535649299621582
./posts/healthysubstitutes/2023-09-12/images/post_3136705077100350335.jpg,"Choose Whole Foods Incorporate tresh fruits. vegetables, lean proteins, and whole grains into your diet tor essential nutrients without added sugars.",yes,0.14892864227294922
./posts/healthysubstitutes/2023-09-12/images/post_3080739999083749762.jpg,,no,0.15453600883483887
./posts/healthysubstitutes/2023-09-12/images/post_3104169714909768382.jpg,2. FIGS Are sweet. hearty and full of flavor all qualities that make them a great substitute. They re also a great source of fiber. Wiw.momsuithbods.com,No,0.15018987655639648
./posts/healthysubstitutes/2023-09-12/images/post_3159346805014223691.jpg,15 FOODS TO REPLACE WHEN COING ihe fe BREADS CRACKERS PASTA FLOUR TORTILLAS CEREAL GRAINS PASTRIES BREADING CROUTONS CANDY BEER,No,0.1507430076599121
./posts/healthysubstitutes/2023-09-12/images/post_3091264414770449217.jpg,,no,0.15103793144226074
./posts/healthysubstitutes/2023-09-12/images/post_3150977299109604821.jpg,,no,0.1513841152191162
