pk,caption_text,output,inference_time
./posts/foodsubstitutes/2023-09-09/images/post_3063176864693269656.jpg,Vad,no,0.16284394264221191
./posts/foodsubstitutes/2023-09-09/images/post_3032292977867081247.jpg,,no,0.1592240333557129
./posts/foodsubstitutes/2023-09-09/images/post_3123387313162554185.jpg,WHITE POTATOES mn... Sweet potatoes Parsnips ih Cauliflower,Yes,0.1551952362060547
./posts/foodsubstitutes/2023-09-09/images/post_3180028970149852095.jpg,"Decoding Cravings A craving can be a signal that something is out of balance or you are deficient. it doesn't always mean that you NEED that certain type of food % Chocolate - Magnesium deficiency 1 Sweet fruits & Juices - Vitamin deficiency Oily food & fat - Cakcium, Essential Fatty Acids deficiency * Bread - Nitrogen deficiency Soda - Calcium deficiency Salt - Chioride, Electrolytes deficiency, Stress or Hormone fluctuations ~ Coffee -Sodum, Electrolytes. Iron Sulfur & Phosphorus  Alcohol - Calcium, Potassium & Glutamine",yes,0.15613389015197754
./posts/foodsubstitutes/2023-09-09/images/post_3058235435059407802.jpg,"Healthy Diabetic Food Substitutions Breads Flours Whole Wheat Almord Coconut Protein Powder Protein Foritied Sugars Ravlacal Foney Monk'rut Stevia Agave Cocenut Sugar 100% Pure Maple Syrup Sugar A cohols - Erythata Xy ital. ets Tortillas Pastas Wo e Wheat Lent! Vegetable Totu or Sniratak P-otein Foruhec * Corn + Whole Wheat  High f.ber Low Carb . . 100% Weoe Wheat Sprouted Whole Grains Seeded Rice Veggie (Cauifiowver, B-occol. etc } Brown ce Quroa Faro Oatmeal Potatoes * Stee Cut Sweet Potatoes Cau flower Rad sb",yes,0.15901994705200195
./posts/foodsubstitutes/2023-09-09/images/post_3181148206691148844.jpg,,no,0.16521096229553223
./posts/foodsubstitutes/2023-09-09/images/post_3044418689902678749.jpg,SWAP THIS FOR THAT POTATO FRIES BAKED y SWEET POTATO FRIES,yes,0.21118426322937012
./posts/foodsubstitutes/2023-09-09/images/post_2936045395345966246.jpg,,no,0.17742419242858887
./posts/foodsubstitutes/2023-09-09/images/post_3063176864852647979.jpg,"Co ) hronger eas to poor Gecis on TaKINg ard Causes some ecole to behave bad y G ve your brat ang your nocd achance There 5 usua ly a cetter opt.om Jister to your body and leave what fuels you best, we al nave our owe Intle a ererces ana preferecces Wrat works formost people s REAL F RES: fOOD",No,0.158782958984375
./posts/foodsubstitutes/2023-09-09/images/post_2957790020861638448.jpg,,no,0.15868306159973145
./posts/foodsubstitutes/2023-09-09/images/post_3125172564927074714.jpg,HOT DOGS Processed meats are loaded with salt & contain saturated fats which can raise your risk of certain cancers such as colorectal and breast cancer. INSTEAD Foods that are low in salt but high in protein. Tofu is a delicious option and lean meats also can fill my crave.,yes,0.15702295303344727
./posts/foodsubstitutes/2023-09-09/images/post_2952430847719019902.jpg,,no,0.15211129188537598
./posts/foodsubstitutes/2023-09-09/images/post_2953598899113647089.jpg,,no,0.15298891067504883
./posts/foodsubstitutes/2023-09-09/images/post_3013435012482389251.jpg,FOODS REDUCE INFLAMMATION RS O Se >< |] mS: ,yes,0.1533651351928711
./posts/foodsubstitutes/2023-09-09/images/post_3083321907935504133.jpg,,no,0.15990900993347168
./posts/foodsubstitutes/2023-09-09/images/post_3142716295267293445.jpg,Vietnamese stye noodle salad Indian pilaf sice San Choy Bau Crcespea Shawarma Sa.ad Bowl Beef Bourguignon Chicken Ter-yaki Cape Malay Chicken Curry Coconut and sp.nach dah Leese (amoxed sausage ratatoule ) Simp.e Steamed Salmon Steamed fs with green mash Fist and m.xed vegetable parces Ch-nese Five spice beef cheens Crspy Japanese chicken wit pickled pmbers Thar red chicken curry Beef and mishroem hetpor Vegetanan Chill: Burgos: (panfreed marinated beef) Creamy coconut chcxen curry Sr: Lankan ch:cken curry (Kore roti) Chichen Jalfrez: Crcken curry wth spinac! Flourless chocolate and nuttorte Guten free) Chia and pepita gluten free loaf Wheat nutaad dary free muse i shce Darry free chocalate coconut custard,No,0.15173792839050293
./posts/foodsubstitutes/2023-09-09/images/post_3146201491861883624.jpg,,no,0.15273094177246094
./posts/foodsubstitutes/2023-09-09/images/post_2969115488870469875.jpg,,no,0.15112590789794922
./posts/foodsubstitutes/2023-09-09/images/post_3043380667056426663.jpg,EAT THIS NOT THAT,yes,0.15272307395935059
./posts/foodsubstitutes/2023-09-09/images/post_3083321907969123483.jpg,,no,0.1544349193572998
./posts/foodsubstitutes/2023-09-09/images/post_3044418689902751497.jpg,SWAP THIS FOR THAT MAYONNAISE MUSTARD,yes,0.15531206130981445
./posts/foodsubstitutes/2023-09-09/images/post_3028706327299696168.jpg,,no,0.15425372123718262
./posts/foodsubstitutes/2023-09-09/images/post_3083663047784573464.jpg,,no,0.14890813827514648
./posts/foodsubstitutes/2023-09-09/images/post_2992562060118961019.jpg,"Baking Substitutes For Healthier Options + & coccnut sugar a. sugar QE :  * . wheat four oat flour -OuU a oe, : : } avocade ail carola oll Pa ;  _ a milk almond milk",No,0.1496729850769043
./posts/foodsubstitutes/2023-09-09/images/post_3104905580371104626.jpg,TERRA. SWIETS MEDLEY OE LANCE SUCRE,no,0.14868783950805664
./posts/foodsubstitutes/2023-09-09/images/post_3053478442957493285.jpg,SS An 80z ribeye steak contains 23g of fat Instead use 8o0z of chicken breast which contains only 3g of fat,No,0.15093517303466797
./posts/foodsubstitutes/2023-09-09/images/post_2963827673412905781.jpg,"Healthy food, Swaps Healthy Sprouts Poha (200g) Cah Cet. Poter 90043 16995 Unhealthy Chole Bhature (200g Chole, 1 Bhatura) Cats Bote care@quantumcorphealth.in",yes,0.1494002342224121
./posts/foodsubstitutes/2023-09-09/images/post_3086617723870517820.jpg,,no,0.15417790412902832
./posts/foodsubstitutes/2023-09-09/images/post_3134895759949669609.jpg,t Apple Sovce ] a  ne 7 oe aD Bahan pengganti minyak/mentega saat membuat kue,No,0.15058374404907227
./posts/foodsubstitutes/2023-09-09/images/post_2972996376243309750.jpg,SIGNS OF LACTOSE INTOLERANCE,no,0.15101099014282227
